Indicação de data e hora,situacao,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Como você tomou conhecimento do curso de sua escolha aqui na UFC de Quixadá?,Sexo,estado_civil,filhos,renda,quem_você_está_morando_atualmente,residindo_em,distancia_ufc_casa,meio_de_transporte,apresenta_necessidade_educacional_especial,tipo_escola_ensino_fundamental,tipo_escola_ensino_medio,forma_ingresso_ufc_qxd,atividade_remunerada,participa_algum_tipo_atividade_organização_associação,fator_escolha_curso,afinidade_linguagens,afinidade_humanas,afinidade_matematica,afinidade_natureza,estudo_fora_sala,motivacao_curso,tarefa_durante_curso,dedicacao_exigida,disciplinas_ofertadas,competencias_habilidades_requiridas,condicoes_mercado_trabalho,competencias_area_ti,realizacao_profissional,concluir_curso_nessa_instituicao,nao_mudaria_de_curso,Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Assinale as DUAS principais dificuldades que você percebe influenciar a conclusão do curso:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?
5/6/2016 15:15:32,ATIVO,Design digital,Design Digital.,Já estudava na UFC,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,"Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., A paixão pela área","Dificuldade de Transporte, Problemas Financeiros","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero me Realizar totalmente como profissional.
5/6/2016 15:15:55,ATIVO,Design digital,Design DIgital Quixada - Design Grafico,Soube a mais de um ano quando estava procurando cursos de design.,Masculino,Solteiro/a,Não,De 5001 até 6000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.",Nenhum,Gostaria de conseguir um bom emprego.,"Espero que seja divertido, muito aprendizado e interaçao. Varias disciplinas atenderam as minhas expectativas e espero que fique melhor."
5/6/2016 15:16:13,ATIVO,Design digital,Design / UFC Fortaleza; Design Digital / UFC Quixad,Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Transporte, Dificuldade de Socialização",Gostaria de conseguir um bom emprego.,"Espero aprender sobre a área e, se possível, alem dela."
5/6/2016 15:17:58,ATIVO,Design digital,Design Digital; Engenharia da Computaçao,No site da universidade.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública e particular,Pública - Profissionalizante na Área de Informática,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 2 a 3 horas,Pouco motivado.,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero poder aprender coisas novas voltadas a  área da tecnologia e do design digital, aprender a usar ferramentas que facilitarão, mais tarde, a minha atuação no mercado de trabalho e aplicar ideias e conhecimentos já presentes em projetos acadêmicos."
5/6/2016 15:18:20,DESISTENCIA,Design digital,Medicina e Medicina,Obtive conhecimento através de amigos e familiares.,Feminino,Solteiro/a,Não,Até 1000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,"Igreja ou grupo religioso., ONG ou movimento social., Grupo cultural (dança, teatro, música, coral, etc)., vocacional da Comunidade Regina Pacis",Tinha 6 meses de ócio e resolvi usar para aprimorar meus conhecimentos na área que uso para a evangelização,Muita afinidade,Muita afinidade,Boa afinidade,Muita afinidade,Acima de 6 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Verifica-se com frequência,Nunca se verifica,Nunca se verifica,Nunca se verifica,só estou ocupando o tempo vago mesmo,não vou concluir,não vou concluir,"Espero que no curto período de tempo que irei permanecer eu possa alcançar meus objetivos que são ajudar a Comunidade que participo através da evangelização com a criação e edição de áudio, videos e outros meios midiáticos."
5/6/2016 15:18:44,ATIVO,Design digital,Design Digital,Fazia Redes aqui no campus e acabei me apaixonando por DD,Feminino,Solteiro/a,Não,De 2001 até 3000 reais,"Família (pai, mãe, irmãos...)",Zona rural,Entre 25 km e 50 km,"Transporte alternativo (taxi, mototaxi, etc)",Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,É uma área com a qual me identifico.,Muita afinidade,Alguma afinidade,Alguma afinidade,Alguma afinidade,De 3 a 4 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade de Concentração",Gostaria de prestar um concurso e trabalhar no setor público.,Espero que eu possa aprender a cada dia um pouco mais;.
5/6/2016 15:18:48,ATIVO,Design digital,Design Digital / Letras - Inglês,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,É uma área com a qual me identifico.,Muita afinidade,Muita afinidade,Boa afinidade,Muita afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Dificuldade de Transporte, Dificuldade com o aprendizado de programação",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Estou aqui para aprender mais em uma área que aprendi a gostar. Quero continuar com as mesmas expectativas ate o final do curso, minha maior vontade é como já marquei no questionario, querer ganhar dinheiro atraves do meu proprio esforço, com meu conhecimento, sem depender de ninguém."
5/6/2016 15:19:05,ATIVO,Design digital,Design Digital/Engenharia de Software,Obtive conhecimento através de amigos e familiares.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,Muita afinidade,Boa afinidade,Pouquíssima afinidade,Alguma afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço muito bem,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se sempre,Verifica-se sempre,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade com o aprendizado de programação","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Eu espero aprender mais sobre o curso e com isso me envolver muito mais nas disciplinas, pesquisas e afins. Quero crescer profissionalmente e conseguir meu espaço no mercado de trabalho."
5/6/2016 15:19:09,ATIVO,Design digital,Design Digital / Artes Visuais,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,De 3001 até 4000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,"Sim, mas NÃO na área de tecnologia da informação ou afins.",Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,Pouquíssima afinidade,Alguma afinidade,Pouquíssima afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Concentração, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,"Espero que a formaçao ofereça diversas possibilidades de emprego, em diferentes areas e que o mercado realmente absorva os profissionais recem-formados. Gostaria de conseguir estagiar na area aqui na cidade de  Quixada, pois  e onde estudo e resido atualmente. Desejo participar de projetos que engrandecam meu curriculo. E quero me destacar nos estudos, para que os professores me indiquem."
5/6/2016 15:19:35,ATIVO,Design digital,Design Digital/ Redes de Computadores,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de ganhar dinheiro com o meu próprio negócio.,"espero que o curso me traga bastante conhecimento e experiência, que eu consiga realizar todas as etapas com grande eficiência, quero concluir meu curso no prazo determinado ou até antes, design foi um curso que eu me descobri eu demorei muito para decidir o que eu queria mas quando eu descobrir realmente  valeu a pena, espero ter um ótimo desempenho."
5/6/2016 15:19:49,ATIVO,Design digital,1. Psicologia 2. Design Digital,No site da universidade.,Feminino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,Muita afinidade,Boa afinidade,Pouquíssima afinidade,Alguma afinidade,Até 2 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se com frequência,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,"Espero me identificar e gostar do curso, nao  que eu nao goste muito, so nao sei se gosto."
5/6/2016 15:19:57,ATIVO,Design digital,"Design Digital, Engenharia Ambiental",Obtive conhecimento através de amigos e familiares.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,Muita afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado de programação",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero me identificar com o curso, aprender e assim concluí-lo."
